,user_name,text
105,LeGoBo_,@Andykarol6 @DavidRacero @petrogustavo ¿Con camuflado? Eso era lo que proponía Uribe 🤣🤣🤣
106,LeGoBo_,"@DavidRacero @petrogustavo Importante anuncio del presidente @petrogustavo: ha nacido el Ecointervencionismo, la nueva forma de mantener tropas gringas en Colombia pero disfrazado de buenas intenciones."
107,LeGoBo_,Aplazan fecha de la Premier League por muerte de la reina Isabel. https://t.co/9RCwyGLn7V
108,LeGoBo_,A reina muerta rey puesto. https://t.co/j28Lqdu7P4
109,LeGoBo_,¿Cómo así que Camila Parker no es tía de Peter?
110,LeGoBo_,Carlos III Millonarios 0
111,LeGoBo_,"@georgenitals @JERobledo @petrogustavo Impuestos al salchichón, carnes condimentadas, pollo broaster, en salmuera y a bebidas endulzadas con ingredientes no calóricos (como aguas saborizadas o gaseosas endulzadas con stevia). Lo saludable es mentira."
112,LeGoBo_,God save the Bandeja Paisa. https://t.co/V5EvMcaO5s
113,LeGoBo_,@LevyRincon Me eduqué y Levy en un mismo contexto no cuadran.
114,LeGoBo_,@nightmareMemes1 Meros disfraces!
115,LeGoBo_,"@EgusquizaClemen @jarizabaletaf No sabía que el pionono del que hablan en la canción ""Mi bebito fiufiu"" era el mismo brazo de reina que comemos en Colombia."
116,LeGoBo_,"@JERobledo Cualquier proyecto que prometa cambio y no ataque el principal problema de Colombia que es la falta de soberanía es un vil engaño. 

Es obvio que los jefes del Pacto Histórico (Benedetti, Roy, Lizcano) que siempre han sido vendepatrias están de plácemes."
117,LeGoBo_,BBC reporta que Juan Guaidó está saltando la reja del Palacio de Buckingham para declararse reina interina. Seguimos informando. https://t.co/qGhYHoh4J3
118,LeGoBo_,@andresmuvi @jarizabaletaf Jajajajaja!
119,LeGoBo_,"@NoticiasCaracol Tropas estadounidenses que bombardean naciones soberanas, quitan y ponen gobiernos, saquean pueblos enteros y azuzan guerras. No son salvadores de selvas, son imperialistas!

Tropas estadounidenses fue lo que trajo Pastrana, Uribe, Santos y Duque ¿Cuál es el cambio?"
120,LeGoBo_,@jarizabaletaf https://t.co/SGpXKs1u8d
121,LeGoBo_,"@OtraPreguntaA En Paro de 2019: ""contra las reformas de Duque y la OCDE""

Cuando la OCDE le da el visto bueno a la petrotributaria: ""¿Pero qué tiene de malo que la OCDE de el visto bueno a la Reforma?""

Falta mucha autocrítica dentro del petrismo, el mesianismo y la mermelada les calló la boca."
122,LeGoBo_,"@JERobledo @IvanDuque @petrogustavo En las protestas: ""Fuera Yankees de Palestina, Colombia y todo el mundo"".

Petro: ""pero solo para apagar los fuegos de la selva amazónica ""."
123,LeGoBo_,"@Jfernandoop @JERobledo @IvanDuque @petrogustavo Pero esos mismos argumentos usaban para estacionar tropas estadounidenses en Tolemaida y el resultado fueron niñas violadas, embarazadas y sin un solo ciudadano norteamericano que respondiera."
